report_type,baseline_server_id,server_id,server_name,suite_name,scenario_name,point_label,method,success,mean_ms,p95_ms,non_empty_rate,result_metric_name,result_metric_label,result_metric_value,result_metric_delta,validation_passed,validation_failure_count
benchmark,pyrefly,pyrefly,Pyrefly,data_science,,dataframe completion,textDocument/completion,True,42.74637680000524,168.80103140001094,1.0,completion_item_count,Completions found,250.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,data_science,,dataframe completion,textDocument/completion,True,84.69716479999647,118.49435759999095,1.0,completion_item_count,Completions found,181.0,-69.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,data_science,,dataframe describe hover,textDocument/hover,True,8.795272800000475,18.529754400003636,1.0,hover_text_char_count,Hover length,3604.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,data_science,,dataframe describe hover,textDocument/hover,True,197.32709260001116,199.9124550000147,1.0,hover_text_char_count,Hover length,4134.0,530.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,data_science,,summarize definition,textDocument/definition,True,1.1386211999990792,2.7625913999884233,1.0,location_count,Definitions found,1.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,data_science,,summarize definition,textDocument/definition,True,1.0420315999965624,1.0748227999954452,1.0,location_count,Definitions found,1.0,0.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,data_science,,edit array then complete (edit+completion),textDocument/completion,True,29.16188480000983,33.95703900001763,1.0,completion_item_count,Completions found,149.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,data_science,,edit array then complete (edit+completion),textDocument/completion,False,4.463585199999898,4.777812999992648,0.0,completion_item_count,Completions found,0.0,-149.0,False,10
benchmark,pyrefly,pyrefly,Pyrefly,data_science,,edit array then hover (edit+hover),textDocument/hover,True,0.9032672000103048,1.034675600016044,1.0,hover_text_char_count,Hover length,2075.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,data_science,,edit array then hover (edit+hover),textDocument/hover,True,186.3421330000051,188.08700540001269,1.0,hover_text_char_count,Hover length,5644.0,3569.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,django,,queryset completion,textDocument/completion,True,28.01419940000187,110.8254102000046,1.0,completion_item_count,Completions found,38.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,django,,queryset completion,textDocument/completion,True,202.64201560000856,644.8048370000037,1.0,completion_item_count,Completions found,2.0,-36.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,django,,queryset filter hover,textDocument/hover,True,0.265833399987514,0.33339339998406103,1.0,hover_text_char_count,Hover length,298.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,django,,queryset filter hover,textDocument/hover,True,178.6288221999996,180.85108159998526,1.0,hover_text_char_count,Hover length,57.0,-241.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,django,,model definition,textDocument/definition,True,0.265873199998623,0.2936934000047131,1.0,location_count,Definitions found,1.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,django,,model definition,textDocument/definition,True,1.0768510000048082,1.100970799990364,1.0,location_count,Definitions found,1.0,0.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,django,,edit queryset then complete (edit+completion),textDocument/completion,True,1.384370399995305,1.4829331999806072,1.0,completion_item_count,Completions found,83.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,django,,edit queryset then complete (edit+completion),textDocument/completion,True,307.44433959998787,358.43706259997816,1.0,completion_item_count,Completions found,143.0,60.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,django,,edit queryset then hover (edit+hover),textDocument/hover,True,3.321289199993771,5.310667599997032,1.0,hover_text_char_count,Hover length,1190.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,django,,edit queryset then hover (edit+hover),textDocument/hover,True,209.93332299999565,216.3268861999768,1.0,hover_text_char_count,Hover length,71.0,-1119.0,True,0
benchmark,pyrefly,pyrefly,Pyrefly,pandas,,report dataframe completion,textDocument/completion,True,46.88519479999513,185.99142439999238,1.0,completion_item_count,Completions found,39.0,0.0,True,0
benchmark,pyrefly,pylsp-mypy,pylsp-mypy,pandas,,report dataframe completion,textDocument/completion,True,91.76587819999327,275.16634199999993,1.0,completion_item_count,Completions found,6.0,-33.0,True,0
